"Path 1","Path 2","Path 3","Path 4","Path 5","URLs","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https/","","","","","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","www.marcin-zygan.com/","","","","1","https://www.marcin-zygan.com/","text/plain","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","40","0","0.000","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.286","","https://marcin-zygan.com/","HTTP Redirect","","1.1","https://www.marcin-zygan.com/","2021-11-17 19:20:36"
"","marcin-zygan.com/","","","","60","https://marcin-zygan.com/","text/html; charset=UTF-8","200","OK","Indexable","","Marcin Zygan Design","19","185","Lets make ideas Visible. Logo and Web Design.","45","301","Poster , Logo , Graphic , Web , Design","38","HELLO","5","Lets make ideas Visible.","24","My Work:","8","","","","","","","","","","16464","260","9.508","1","","9","1","0","11.110","16","8","0","4","4","0","","","","","27c472559254200aca033f8e6e06af6b","0.433","","","","","1.1","https://marcin-zygan.com/","2021-11-17 19:20:37"
"","","img/","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","marcin.jpg","","1","https://marcin-zygan.com/img/marcin.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","49296","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.253","","","","","1.1","https://marcin-zygan.com/img/marcin.jpg","2021-11-17 19:20:38"
"","","","portfolio1.jpg","","1","https://marcin-zygan.com/img/portfolio1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","33962","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.252","","","","","1.1","https://marcin-zygan.com/img/portfolio1.jpg","2021-11-17 19:20:38"
"","","","webdesign.jpg","","1","https://marcin-zygan.com/img/webdesign.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","31225","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.271","","","","","1.1","https://marcin-zygan.com/img/webdesign.jpg","2021-11-17 19:20:38"
"","","","graphic.jpg","","1","https://marcin-zygan.com/img/graphic.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","62710","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.239","","","","","1.1","https://marcin-zygan.com/img/graphic.jpg","2021-11-17 19:20:38"
"","","","simple1.jpg","","1","https://marcin-zygan.com/img/simple1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","27941","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.237","","","","","1.1","https://marcin-zygan.com/img/simple1.jpg","2021-11-17 19:20:38"
"","","","logodesign.jpg","","1","https://marcin-zygan.com/img/logodesign.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","31364","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.265","","","","","1.1","https://marcin-zygan.com/img/logodesign.jpg","2021-11-17 19:20:38"
"","","","portfolio2.jpg","","1","https://marcin-zygan.com/img/portfolio2.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","36955","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.235","","","","","1.1","https://marcin-zygan.com/img/portfolio2.jpg","2021-11-17 19:20:38"
"","","","posterdesign.jpg","","1","https://marcin-zygan.com/img/posterdesign.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","46507","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.240","","","","","1.1","https://marcin-zygan.com/img/posterdesign.jpg","2021-11-17 19:20:38"
"","","","portfolio3.jpg","","1","https://marcin-zygan.com/img/portfolio3.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","56979","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.269","","","","","1.1","https://marcin-zygan.com/img/portfolio3.jpg","2021-11-17 19:20:38"
"","","","simple2.jpg","","1","https://marcin-zygan.com/img/simple2.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","29873","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.272","","","","","1.1","https://marcin-zygan.com/img/simple2.jpg","2021-11-17 19:20:39"
"","","","portfolio4.jpg","","1","https://marcin-zygan.com/img/portfolio4.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","91861","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.280","","","","","1.1","https://marcin-zygan.com/img/portfolio4.jpg","2021-11-17 19:20:39"
"","","","mole/","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","helmet.jpg","1","https://marcin-zygan.com/img/mole/helmet.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","45074","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.430","","","","","1.1","https://marcin-zygan.com/img/mole/helmet.jpg","2021-11-17 19:20:39"
"","","","","molecolors.jpg","1","https://marcin-zygan.com/img/mole/molecolors.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","35341","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.386","","","","","1.1","https://marcin-zygan.com/img/mole/molecolors.jpg","2021-11-17 19:20:40"
"","","","","moleidea.jpg","1","https://marcin-zygan.com/img/mole/moleidea.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","39186","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.413","","","","","1.1","https://marcin-zygan.com/img/mole/moleidea.jpg","2021-11-17 19:20:41"
"","","","","molenotebook.jpg","1","https://marcin-zygan.com/img/mole/molenotebook.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","93762","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.472","","","","","1.1","https://marcin-zygan.com/img/mole/molenotebook.jpg","2021-11-17 19:20:41"
"","","","","molecard.jpg","1","https://marcin-zygan.com/img/mole/molecard.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","42164","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.342","","","","","1.1","https://marcin-zygan.com/img/mole/molecard.jpg","2021-11-17 19:20:42"
"","","","","krecikblack.jpg","1","https://marcin-zygan.com/img/mole/krecikblack.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","22810","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.368","","","","","1.1","https://marcin-zygan.com/img/mole/krecikblack.jpg","2021-11-17 19:20:42"
"","","","","color1.jpg","1","https://marcin-zygan.com/img/mole/color1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","43077","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.490","","","","","1.1","https://marcin-zygan.com/img/mole/color1.jpg","2021-11-17 19:20:42"
"","","","","fonts.jpg","1","https://marcin-zygan.com/img/mole/fonts.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","60325","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.336","","","","","1.1","https://marcin-zygan.com/img/mole/fonts.jpg","2021-11-17 19:20:42"
"","","","","moleprocess.jpg","1","https://marcin-zygan.com/img/mole/moleprocess.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","55670","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.401","","","","","1.1","https://marcin-zygan.com/img/mole/moleprocess.jpg","2021-11-17 19:20:42"
"","","","","intro.jpg","1","https://marcin-zygan.com/img/mole/intro.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","125285","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.367","","","","","1.1","https://marcin-zygan.com/img/mole/intro.jpg","2021-11-17 19:20:43"
"","","","","color2.jpg","1","https://marcin-zygan.com/img/mole/color2.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","38752","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.359","","","","","1.1","https://marcin-zygan.com/img/mole/color2.jpg","2021-11-17 19:20:43"
"","","","","krecikwhite.jpg","1","https://marcin-zygan.com/img/mole/krecikwhite.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","22927","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.323","","","","","1.1","https://marcin-zygan.com/img/mole/krecikwhite.jpg","2021-11-17 19:20:43"
"","","","logo2.jpg","","1","https://marcin-zygan.com/img/logo2.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","51840","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.419","","","","","1.1","https://marcin-zygan.com/img/logo2.jpg","2021-11-17 19:20:39"
"","","","poster3.jpg","","1","https://marcin-zygan.com/img/poster3.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","44692","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.639","","","","","1.1","https://marcin-zygan.com/img/poster3.jpg","2021-11-17 19:20:40"
"","","","mudfun/","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","mudfunBW.jpg","1","https://marcin-zygan.com/img/mudfun/mudfunBW.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","24476","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.377","","","","","1.1","https://marcin-zygan.com/img/mudfun/mudfunBW.jpg","2021-11-17 19:20:40"
"","","","","mock3.jpg","1","https://marcin-zygan.com/img/mudfun/mock3.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","71528","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.372","","","","","1.1","https://marcin-zygan.com/img/mudfun/mock3.jpg","2021-11-17 19:20:40"
"","","","","mudfunWB.jpg","1","https://marcin-zygan.com/img/mudfun/mudfunWB.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","30980","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.347","","","","","1.1","https://marcin-zygan.com/img/mudfun/mudfunWB.jpg","2021-11-17 19:20:41"
"","","","","idea.jpg","1","https://marcin-zygan.com/img/mudfun/idea.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","31469","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.403","","","","","1.1","https://marcin-zygan.com/img/mudfun/idea.jpg","2021-11-17 19:20:41"
"","","","","mock1.jpg","1","https://marcin-zygan.com/img/mudfun/mock1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","146730","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.349","","","","","1.1","https://marcin-zygan.com/img/mudfun/mock1.jpg","2021-11-17 19:20:42"
"","","","","logow.jpg","1","https://marcin-zygan.com/img/mudfun/logow.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","22517","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.369","","","","","1.1","https://marcin-zygan.com/img/mudfun/logow.jpg","2021-11-17 19:20:42"
"","","","","mock2.jpg","1","https://marcin-zygan.com/img/mudfun/mock2.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","61371","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.396","","","","","1.1","https://marcin-zygan.com/img/mudfun/mock2.jpg","2021-11-17 19:20:42"
"","","","","logob.jpg","1","https://marcin-zygan.com/img/mudfun/logob.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","27391","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.356","","","","","1.1","https://marcin-zygan.com/img/mudfun/logob.jpg","2021-11-17 19:20:42"
"","","","","intro.jpg","1","https://marcin-zygan.com/img/mudfun/intro.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","143109","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.333","","","","","1.1","https://marcin-zygan.com/img/mudfun/intro.jpg","2021-11-17 19:20:43"
"","","","","mock4.jpg","1","https://marcin-zygan.com/img/mudfun/mock4.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","92820","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.445","","","","","1.1","https://marcin-zygan.com/img/mudfun/mock4.jpg","2021-11-17 19:20:43"
"","","","","fonts.jpg","1","https://marcin-zygan.com/img/mudfun/fonts.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","113311","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.373","","","","","1.1","https://marcin-zygan.com/img/mudfun/fonts.jpg","2021-11-17 19:20:43"
"","","","","colors.jpg","1","https://marcin-zygan.com/img/mudfun/colors.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","28360","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.408","","","","","1.1","https://marcin-zygan.com/img/mudfun/colors.jpg","2021-11-17 19:20:43"
"","","","posters/","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","bigproject.jpg","1","https://marcin-zygan.com/img/posters/bigproject.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","24468","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.386","","","","","1.1","https://marcin-zygan.com/img/posters/bigproject.jpg","2021-11-17 19:20:41"
"","","","","Smallproject.jpg","1","https://marcin-zygan.com/img/posters/Smallproject.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","24265","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.561","","","","","1.1","https://marcin-zygan.com/img/posters/Smallproject.jpg","2021-11-17 19:20:43"
"","","","","Gichin%20Funakoshi.jpg","1","https://marcin-zygan.com/img/posters/Gichin%20Funakoshi.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","47922","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.583","","","","","1.1","https://marcin-zygan.com/img/posters/Gichin%20Funakoshi.jpg","2021-11-17 19:20:43"
"","","","","foodposter.jpg","1","https://marcin-zygan.com/img/posters/foodposter.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","54093","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.446","","","","","1.1","https://marcin-zygan.com/img/posters/foodposter.jpg","2021-11-17 19:20:44"
"","","","web1.jpg","","1","https://marcin-zygan.com/img/web1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","71765","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.375","","","","","1.1","https://marcin-zygan.com/img/web1.jpg","2021-11-17 19:20:41"
"","","","logo1.jpg","","1","https://marcin-zygan.com/img/logo1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","73218","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.417","","","","","1.1","https://marcin-zygan.com/img/logo1.jpg","2021-11-17 19:20:41"
"","","","poster2.jpg","","1","https://marcin-zygan.com/img/poster2.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","133346","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.386","","","","","1.1","https://marcin-zygan.com/img/poster2.jpg","2021-11-17 19:20:42"
"","","","poster1.jpg","","1","https://marcin-zygan.com/img/poster1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","89967","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.363","","","","","1.1","https://marcin-zygan.com/img/poster1.jpg","2021-11-17 19:20:43"
"","","","web3.jpg","","1","https://marcin-zygan.com/img/web3.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","88762","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.480","","","","","1.1","https://marcin-zygan.com/img/web3.jpg","2021-11-17 19:20:43"
"","","","logo3.jpg","","1","https://marcin-zygan.com/img/logo3.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","67331","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.438","","","","","1.1","https://marcin-zygan.com/img/logo3.jpg","2021-11-17 19:20:43"
"","","","web2.jpg","","1","https://marcin-zygan.com/img/web2.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","48324","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.381","","","","","1.1","https://marcin-zygan.com/img/web2.jpg","2021-11-17 19:20:44"
"","","java.js","","","1","https://marcin-zygan.com/java.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","508","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.253","","","","","1.1","https://marcin-zygan.com/java.js","2021-11-17 19:20:38"
"","","portfolio-item2.html","","","1","https://marcin-zygan.com/portfolio-item2.html","text/html; charset=UTF-8","200","OK","Indexable","","Marcin Zygan Portfolio","22","198","Posters Designed by Marcin Zygan","32","220","Logo , Graphic , Web , Design","29","MY","2","POSTERS:","8","","0","","","","","","","","","","8411","5","1.457","2","","3","3","0","33.330","8","2","0","4","4","0","","","","","81ed7d5b90836a639e7084603e833620","0.431","","","","","1.1","https://marcin-zygan.com/portfolio-item2.html","2021-11-17 19:20:38"
"","","service-item2.html","","","1","https://marcin-zygan.com/service-item2.html","text/html; charset=UTF-8","200","OK","Indexable","","Marcin Zygan Poster Design","26","249","What makes a good Poster in Graphic Design ?","44","300","Logo , Graphic , Web , Design","29","MY","2","POSTER DESIGN:","14","MY DESIGN PROCESS:","18","","","","","","","","","","15648","362","13.496","2","","3","3","0","33.330","8","2","0","4","4","0","","","","","604db4d5e50f02cb25104a151ef5a9fa","0.444","","","","","1.1","https://marcin-zygan.com/service-item2.html","2021-11-17 19:20:38"
"","","style.css","","","1","https://marcin-zygan.com/style.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.330","","","","","1.1","https://marcin-zygan.com/style.css","2021-11-17 19:20:38"
"","","portfolio-item1.html","","","1","https://marcin-zygan.com/portfolio-item1.html","text/html; charset=UTF-8","200","OK","Indexable","","Marcin Zygan Portfolio","22","198","Logo Design for Mole GroundWorks Company","40","291","Logo , Graphic , Web , Design","29","MY","2","LOGO DESIGN:","12","","0","","","","","","","","","","12278","122","6.369","2","","3","3","0","33.330","8","2","0","4","4","0","","","","","989119eb0a951854e9b78b3c08fe9a5","0.414","","","","","1.1","https://marcin-zygan.com/portfolio-item1.html","2021-11-17 19:20:38"
"","","service-item3.html","","","1","https://marcin-zygan.com/service-item3.html","text/html; charset=UTF-8","200","OK","Indexable","","Marcin Zygan Web Design","23","232","What makes a good Website ?  The good Website have to be fast , simple and not confusing to user .","98","636","Logo , Graphic , Web , Design","29","MY","2","WEB DESIGN:","11","MY DESIGN PROCESS:","18","","","","","","","","","","15647","306","11.659","2","","3","3","0","33.330","8","2","0","4","4","0","","","","","a615b8a5cee6034f3db1921fcc68db65","0.401","","","","","1.1","https://marcin-zygan.com/service-item3.html","2021-11-17 19:20:38"
"","","portfolio-item4.html","","","1","https://marcin-zygan.com/portfolio-item4.html","text/html; charset=UTF-8","200","OK","Indexable","","Marcin Zygan Portfolio","22","198","Lets make ideas Visible. Logo and Web Design.","45","301","Logo , Graphic , Web , Design","29","MY","2","LOREM","5","DESIGN:","7","","","","","","","","","","8966","56","5.712","2","","3","3","0","33.330","7","2","0","4","4","0","","","","","e13d7c965b75c0aeb781618bd2ce6818","0.507","","","","","1.1","https://marcin-zygan.com/portfolio-item4.html","2021-11-17 19:20:38"
"","","portfolio-item3.html","","","1","https://marcin-zygan.com/portfolio-item3.html","text/html; charset=UTF-8","200","OK","Indexable","","Marcin Zygan Portfolio","22","198","Logo Designed for Outdoor Activities Company Mud Fun","52","356","Logo , Graphic , Web , Design","29","MY","2","LOGO DESIGN:","12","","0","","","","","","","","","","13003","110","5.475","2","","3","3","0","33.330","7","2","0","4","4","0","","","","","9f98f0a218526688531ef1d1e4cde6ea","0.378","","","","","1.1","https://marcin-zygan.com/portfolio-item3.html","2021-11-17 19:20:39"
"","","service-item1.html","","","1","https://marcin-zygan.com/service-item1.html","text/html; charset=UTF-8","200","OK","Indexable","","Marcin Zygan Logo Design","24","235","What makes a good Logo ? The good Logo has to be simple in form and catch attention of potential audience .","107","698","Logo , Graphic , Web , Design","29","MY","2","LOGO DESIGN:","12","MY DESIGN PROCESS:","18","","","","","","","","","","14669","341","13.330","2","","3","3","0","33.330","8","2","0","4","4","0","","","","","b4ef4c6aab8c618afd8f227ae80f90d9","0.379","","","","","1.1","https://marcin-zygan.com/service-item1.html","2021-11-17 19:20:39"
"","","index.html","","","1","https://marcin-zygan.com/index.html","text/html; charset=UTF-8","200","OK","Indexable","","Marcin Zygan Design","19","185","Lets make ideas Visible. Logo and Web Design.","45","301","Poster , Logo , Graphic , Web , Design","38","HELLO","5","Lets make ideas Visible.","24","My Work:","8","","","","","","","","","","16464","260","9.508","3","","56","8","0","88.890","16","8","0","4","4","0","","","","","27c472559254200aca033f8e6e06af6b","0.471","","","","","1.1","https://marcin-zygan.com/index.html","2021-11-17 19:20:41"
"","","modal.js","","","1","https://marcin-zygan.com/modal.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","806","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.430","","","","","1.1","https://marcin-zygan.com/modal.js","2021-11-17 19:20:43"
